"Dyad_ID","partnum","X_A","gender_A","self_object_appearance_A","self_object_ability_A","other_object_appearance_A","other_object_ability_A","self_object.tavg_A","other_object.tavg_A","relation_qual.avg_A","X_P","gender_P","self_object_appearance_P","self_object_ability_P","other_object_appearance_P","other_object_ability_P","self_object.tavg_P","other_object.tavg_P","relation_qual.avg_P"
"29457967",1,173,0,5.8,5.2,7.2,3.8,-0.6,-3.4,5.8,174,1,5.8,5.2,7.6,3.4,-0.6,-4.2,7.9
"29457967",2,174,1,5.8,5.2,7.6,3.4,-0.6,-4.2,7.9,173,0,5.8,5.2,7.2,3.8,-0.6,-3.4,5.8
"29459354",1,175,0,8,3,8,3,-5,-5,,176,1,7.2,3.8,8,3,-3.4,-5,8
"29459354",2,176,1,7.2,3.8,8,3,-3.4,-5,8,175,0,8,3,8,3,-5,-5,
"29469928",1,177,0,6.6,4.4,6.6,4.4,-2.2,-2.2,8.6,178,1,7.8,3.2,7.2,3.8,-4.6,-3.4,8.4
"29469928",2,178,1,7.8,3.2,7.2,3.8,-4.6,-3.4,8.4,177,0,6.6,4.4,6.6,4.4,-2.2,-2.2,8.6
"29472035",1,179,0,4.4,6.6,4.8,6.2,2.2,1.4,6.2,180,1,4.8,6.2,4.4,6.6,1.4,2.2,5.7
"29472035",2,180,1,4.8,6.2,4.4,6.6,1.4,2.2,5.7,179,0,4.4,6.6,4.8,6.2,2.2,1.4,6.2
"29486374",1,181,0,7,4,7.2,3.8,-3,-3.4,6.3,182,1,,,5.8,5.2,,-0.6,6.4
"29486374",2,182,1,,,5.8,5.2,,-0.6,6.4,181,0,7,4,7.2,3.8,-3,-3.4,6.3
"29493026",1,183,0,5,6,6.6,4.4,1,-2.2,7.9,184,1,6.8,4.2,5.8,5.2,-2.6,-0.6,7.5
"29493026",2,184,1,6.8,4.2,5.8,5.2,-2.6,-0.6,7.5,183,0,5,6,6.6,4.4,1,-2.2,7.9
"29508533",1,185,0,6,5,4.2,6.8,-1,2.6,5.5,186,1,6,5,5.2,5.8,-1,0.6,
"29508533",2,186,1,6,5,5.2,5.8,-1,0.6,,185,0,6,5,4.2,6.8,-1,2.6,5.5
"29526900",1,187,0,7.2,3.8,7,4,-3.4,-3,8.5,188,1,7.2,3.8,7,4,-3.4,-3,8.6
"29526900",2,188,1,7.2,3.8,7,4,-3.4,-3,8.6,187,0,7.2,3.8,7,4,-3.4,-3,8.5
"29532872",1,189,0,4,7,4.4,6.6,3,2.2,7.4,190,1,5.2,5.8,5.2,5.8,0.6,0.6,9
"29532872",2,190,1,5.2,5.8,5.2,5.8,0.6,0.6,9,189,0,4,7,4.4,6.6,3,2.2,7.4
"29536578",1,191,0,7.2,3.8,6.8,4.2,-3.4,-2.6,3.5,192,1,7.4,3.6,5.4,5.6,-3.8,0.199999999999999,5.1
"29536578",2,192,1,7.4,3.6,5.4,5.6,-3.8,0.199999999999999,5.1,191,0,7.2,3.8,6.8,4.2,-3.4,-2.6,3.5
"29559028",1,193,0,5.2,5.8,5.4,5.6,0.6,0.199999999999999,6.6,194,1,5,6,4.8,6.2,1,1.4,6.3
"29559028",2,194,1,5,6,4.8,6.2,1,1.4,6.3,193,0,5.2,5.8,5.4,5.6,0.6,0.199999999999999,6.6
"29577345",1,195,0,6,5,7.2,3.8,-1,-3.4,8.4,196,1,6,5,5.2,5.8,-1,0.6,8.6
"29577345",2,196,1,6,5,5.2,5.8,-1,0.6,8.6,195,0,6,5,7.2,3.8,-1,-3.4,8.4
"29579556",1,197,0,3.8,7.2,6,5,3.4,-1,8.4,198,1,6.2,4.8,5.8,5.2,-1.4,-0.6,8.6
"29579556",2,198,1,6.2,4.8,5.8,5.2,-1.4,-0.6,8.6,197,0,3.8,7.2,6,5,3.4,-1,8.4
"29597452",1,199,0,4,7,6.2,4.8,3,-1.4,8,200,1,4,7,3,8,3,5,8.1
"29597452",2,200,1,4,7,3,8,3,5,8.1,199,0,4,7,6.2,4.8,3,-1.4,8
"29601472",1,201,0,6.2,4.8,7.8,3.2,-1.4,-4.6,8.8,202,1,8,3,5,6,-5,1,8.6
"29601472",2,202,1,8,3,5,6,-5,1,8.6,201,0,6.2,4.8,7.8,3.2,-1.4,-4.6,8.8
"29622262",1,203,0,5.4,5.6,4.8,6.2,0.199999999999999,1.4,9,204,1,5.2,5.8,5.2,5.8,0.6,0.6,9
"29622262",2,204,1,5.2,5.8,5.2,5.8,0.6,0.6,9,203,0,5.4,5.6,4.8,6.2,0.199999999999999,1.4,9
"29636672",1,205,0,5.6,5.4,7,4,-0.199999999999999,-3,8.1,206,1,7,4,7,4,-3,-3,8.3
"29636672",2,206,1,7,4,7,4,-3,-3,8.3,205,0,5.6,5.4,7,4,-0.199999999999999,-3,8.1
"29647555",1,207,0,7.4,3.6,7,4,-3.8,-3,2.9,208,1,8,3,6.6,4.4,-5,-2.2,4.1
"29647555",2,208,1,8,3,6.6,4.4,-5,-2.2,4.1,207,0,7.4,3.6,7,4,-3.8,-3,2.9
"29648648",1,209,0,4.4,6.6,6.2,4.8,2.2,-1.4,5,210,1,4.2,6.8,5.2,5.8,2.6,0.6,5.1
"29648648",2,210,1,4.2,6.8,5.2,5.8,2.6,0.6,5.1,209,0,4.4,6.6,6.2,4.8,2.2,-1.4,5
"29650679",1,211,0,5.4,5.6,5.6,5.4,0.199999999999999,-0.199999999999999,8.2,212,1,5.4,5.6,4.8,6.2,0.199999999999999,1.4,8.2
"29650679",2,212,1,5.4,5.6,4.8,6.2,0.199999999999999,1.4,8.2,211,0,5.4,5.6,5.6,5.4,0.199999999999999,-0.199999999999999,8.2
"29655905",1,213,0,5.6,5.4,6.2,4.8,-0.199999999999999,-1.4,8.8,214,1,5.4,5.6,5.4,5.6,0.199999999999999,0.199999999999999,8.4
"29655905",2,214,1,5.4,5.6,5.4,5.6,0.199999999999999,0.199999999999999,8.4,213,0,5.6,5.4,6.2,4.8,-0.199999999999999,-1.4,8.8
"29670187",1,215,0,6.8,4.2,4.8,6.2,-2.6,1.4,8.4,216,1,4.2,6.8,6.4,4.6,2.6,-1.8,9
"29670187",2,216,1,4.2,6.8,6.4,4.6,2.6,-1.8,9,215,0,6.8,4.2,4.8,6.2,-2.6,1.4,8.4
"29675494",1,217,1,6.8,4.2,6.8,4.2,-2.6,-2.6,6.1,218,0,7.8,3.2,8,3,-4.6,-5,6.4
"29675494",2,218,0,7.8,3.2,8,3,-4.6,-5,6.4,217,1,6.8,4.2,6.8,4.2,-2.6,-2.6,6.1
"29676367",1,219,0,5,6,5.6,5.4,1,-0.199999999999999,8.6,220,1,5.4,5.6,4,7,0.199999999999999,3,8.6
"29676367",2,220,1,5.4,5.6,4,7,0.199999999999999,3,8.6,219,0,5,6,5.6,5.4,1,-0.199999999999999,8.6
"29679706",1,221,1,5.6,5.4,4.6,6.4,-0.199999999999999,1.8,1.7,222,0,6.8,4.2,6.8,4.2,-2.6,-2.6,1
"29679706",2,222,0,6.8,4.2,6.8,4.2,-2.6,-2.6,1,221,1,5.6,5.4,4.6,6.4,-0.199999999999999,1.8,1.7
"29711478",1,223,1,6.8,4.2,5.8,5.2,-2.6,-0.6,8,224,0,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,8.1
"29711478",2,224,0,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,8.1,223,1,6.8,4.2,5.8,5.2,-2.6,-0.6,8
"29725014",1,225,0,4.8,6.2,7.6,3.4,1.4,-4.2,8.2,226,1,4.8,6.2,6.6,4.4,1.4,-2.2,7.8
"29725014",2,226,1,4.8,6.2,6.6,4.4,1.4,-2.2,7.8,225,0,4.8,6.2,7.6,3.4,1.4,-4.2,8.2
"29725200",1,227,1,5.6,5.4,5.4,5.6,-0.199999999999999,0.199999999999999,7.2,228,0,6.6,4.4,6.6,4.4,-2.2,-2.2,5
"29725200",2,228,0,6.6,4.4,6.6,4.4,-2.2,-2.2,5,227,1,5.6,5.4,5.4,5.6,-0.199999999999999,0.199999999999999,7.2
"29727375",1,229,0,5,6,5.8,5.2,1,-0.6,7.2,230,1,6.2,4.8,6.6,4.4,-1.4,-2.2,7.9
"29727375",2,230,1,6.2,4.8,6.6,4.4,-1.4,-2.2,7.9,229,0,5,6,5.8,5.2,1,-0.6,7.2
"29733249",1,231,0,6.6,4.4,6.8,4.2,-2.2,-2.6,6.7,232,1,6.6,4.4,5.4,5.6,-2.2,0.199999999999999,6.6
"29733249",2,232,1,6.6,4.4,5.4,5.6,-2.2,0.199999999999999,6.6,231,0,6.6,4.4,6.8,4.2,-2.2,-2.6,6.7
"29733973",1,233,1,8,3,5.2,5.8,-5,0.6,6.5,234,0,5.8,5.2,7.4,3.6,-0.6,-3.8,7.9
"29733973",2,234,0,5.8,5.2,7.4,3.6,-0.6,-3.8,7.9,233,1,8,3,5.2,5.8,-5,0.6,6.5
"29736251",1,235,1,5.6,5.4,5.8,5.2,-0.199999999999999,-0.6,5.8,236,0,5,6,6,5,1,-1,7
"29736251",2,236,0,5,6,6,5,1,-1,7,235,1,5.6,5.4,5.8,5.2,-0.199999999999999,-0.6,5.8
"29751672",1,237,0,7,4,5,6,-3,1,6.8,238,1,6.4,4.6,6,5,-1.8,-1,
"29751672",2,238,1,6.4,4.6,6,5,-1.8,-1,,237,0,7,4,5,6,-3,1,6.8
"29752580",1,239,0,7.2,3.8,3.6,7.4,-3.4,3.8,5.8,240,1,5.4,5.6,6.8,4.2,0.199999999999999,-2.6,7
"29752580",2,240,1,5.4,5.6,6.8,4.2,0.199999999999999,-2.6,7,239,0,7.2,3.8,3.6,7.4,-3.4,3.8,5.8
"29758869",1,241,0,7,4,7,4,-3,-3,8.2,242,1,6.8,4.2,5.6,5.4,-2.6,-0.199999999999999,7.9
"29758869",2,242,1,6.8,4.2,5.6,5.4,-2.6,-0.199999999999999,7.9,241,0,7,4,7,4,-3,-3,8.2
"29759818",1,243,0,5.2,5.8,6.8,4.2,0.6,-2.6,7,244,1,6.6,4.4,4.8,6.2,-2.2,1.4,7.8
"29759818",2,244,1,6.6,4.4,4.8,6.2,-2.2,1.4,7.8,243,0,5.2,5.8,6.8,4.2,0.6,-2.6,7
"29775425",1,245,1,4.2,6.8,3.6,7.4,2.6,3.8,7.1,246,0,6,5,6.6,4.4,-1,-2.2,6.9
"29775425",2,246,0,6,5,6.6,4.4,-1,-2.2,6.9,245,1,4.2,6.8,3.6,7.4,2.6,3.8,7.1
"29778230",1,247,0,7,4,7.2,3.8,-3,-3.4,8.1,248,1,7.4,3.6,4.8,6.2,-3.8,1.4,8.4
"29778230",2,248,1,7.4,3.6,4.8,6.2,-3.8,1.4,8.4,247,0,7,4,7.2,3.8,-3,-3.4,8.1
"29779946",1,249,0,6.4,4.6,6,5,-1.8,-1,8.8,250,1,7.2,3.8,5.2,5.8,-3.4,0.6,8.5
"29779946",2,250,1,7.2,3.8,5.2,5.8,-3.4,0.6,8.5,249,0,6.4,4.6,6,5,-1.8,-1,8.8
"29793807",1,251,0,6.2,4.8,5.4,5.6,-1.4,0.199999999999999,8.8,252,1,6.6,4.4,5.6,5.4,-2.2,-0.199999999999999,
"29793807",2,252,1,6.6,4.4,5.6,5.4,-2.2,-0.199999999999999,,251,0,6.2,4.8,5.4,5.6,-1.4,0.199999999999999,8.8
"29795327",1,253,0,6.6,4.4,5.2,5.8,-2.2,0.6,6,254,1,7.2,3.8,6,5,-3.4,-1,8.1
"29795327",2,254,1,7.2,3.8,6,5,-3.4,-1,8.1,253,0,6.6,4.4,5.2,5.8,-2.2,0.6,6
"29802428",1,255,0,5.2,5.8,7,4,0.6,-3,8.9,256,1,7.8,3.2,7.2,3.8,-4.6,-3.4,9
"29802428",2,256,1,7.8,3.2,7.2,3.8,-4.6,-3.4,9,255,0,5.2,5.8,7,4,0.6,-3,8.9
"29811081",1,257,1,4,7,4.2,6.8,3,2.6,9,258,0,4.8,6.2,3,8,1.4,5,9
"29811081",2,258,0,4.8,6.2,3,8,1.4,5,9,257,1,4,7,4.2,6.8,3,2.6,9
"31142588",1,259,1,6,5,4.6,6.4,-1,1.8,9,260,0,7.6,3.4,6,5,-4.2,-1,9
"31142588",2,260,0,7.6,3.4,6,5,-4.2,-1,9,259,1,6,5,4.6,6.4,-1,1.8,9
"31232445",1,261,0,5.8,5.2,5.2,5.8,-0.6,0.6,8.2,262,1,6.2,4.8,6.4,4.6,-1.4,-1.8,1.4
"31232445",2,262,1,6.2,4.8,6.4,4.6,-1.4,-1.8,1.4,261,0,5.8,5.2,5.2,5.8,-0.6,0.6,8.2
"31256405",1,263,1,6.4,4.6,5.8,5.2,-1.8,-0.6,5.8,264,0,7.2,3.8,7.4,3.6,-3.4,-3.8,3.6
"31256405",2,264,0,7.2,3.8,7.4,3.6,-3.4,-3.8,3.6,263,1,6.4,4.6,5.8,5.2,-1.8,-0.6,5.8
"31423023",1,265,1,6.4,4.6,5.2,5.8,-1.8,0.6,8.1,266,0,5.6,5.4,6.2,4.8,-0.199999999999999,-1.4,8.6
"31423023",2,266,0,5.6,5.4,6.2,4.8,-0.199999999999999,-1.4,8.6,265,1,6.4,4.6,5.2,5.8,-1.8,0.6,8.1
"31455950",1,267,0,7.8,3.2,6.2,4.8,-4.6,-1.4,8.8,268,1,5.6,5.4,5,6,-0.199999999999999,1,8.8
"31455950",2,268,1,5.6,5.4,5,6,-0.199999999999999,1,8.8,267,0,7.8,3.2,6.2,4.8,-4.6,-1.4,8.8
"31471311",1,269,0,7.2,3.8,6,5,-3.4,-1,6.7,270,1,4.4,6.6,5.2,5.8,2.2,0.6,7
"31471311",2,270,1,4.4,6.6,5.2,5.8,2.2,0.6,7,269,0,7.2,3.8,6,5,-3.4,-1,6.7
"31635308",1,271,0,5,6,5.2,5.8,1,0.6,8.6,272,1,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,9
"31635308",2,272,1,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,9,271,0,5,6,5.2,5.8,1,0.6,8.6
"31764329",1,273,1,4.6,6.4,6,5,1.8,-1,6.8,274,0,6,5,6.2,4.8,-1,-1.4,
"31764329",2,274,0,6,5,6.2,4.8,-1,-1.4,,273,1,4.6,6.4,6,5,1.8,-1,6.8
"31822775",1,275,0,4.4,6.6,,,2.2,,6.1,276,1,,,5.2,5.8,,0.6,7.8
"31822775",2,276,1,,,5.2,5.8,,0.6,7.8,275,0,4.4,6.6,,,2.2,,6.1
"31848482",1,277,0,6.4,4.6,5.6,5.4,-1.8,-0.199999999999999,7.5,278,1,4.8,6.2,6.2,4.8,1.4,-1.4,7.2
"31848482",2,278,1,4.8,6.2,6.2,4.8,1.4,-1.4,7.2,277,0,6.4,4.6,5.6,5.4,-1.8,-0.199999999999999,7.5
"31904581",1,279,0,5.8,5.2,6.4,4.6,-0.6,-1.8,7.5,280,1,5.6,5.4,6.4,4.6,-0.199999999999999,-1.8,7.4
"31904581",2,280,1,5.6,5.4,6.4,4.6,-0.199999999999999,-1.8,7.4,279,0,5.8,5.2,6.4,4.6,-0.6,-1.8,7.5
"32021977",1,281,1,5.4,5.6,5.8,5.2,0.199999999999999,-0.6,7.9,282,0,7,4,,,-3,,8.7
"32021977",2,282,0,7,4,,,-3,,8.7,281,1,5.4,5.6,5.8,5.2,0.199999999999999,-0.6,7.9
"32048295",1,283,0,3,8,6.4,4.6,5,-1.8,,284,1,7.2,3.8,5.8,5.2,-3.4,-0.6,7
"32048295",2,284,1,7.2,3.8,5.8,5.2,-3.4,-0.6,7,283,0,3,8,6.4,4.6,5,-1.8,
"32134573",1,285,0,5.6,5.4,4.4,6.6,-0.199999999999999,2.2,8,286,1,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,8.4
"32134573",2,286,1,6.4,4.6,5.4,5.6,-1.8,0.199999999999999,8.4,285,0,5.6,5.4,4.4,6.6,-0.199999999999999,2.2,8
"32166157",1,287,0,7.6,3.4,6.8,4.2,-4.2,-2.6,8.2,288,1,6.8,4.2,3.8,7.2,-2.6,3.4,7.8
"32166157",2,288,1,6.8,4.2,3.8,7.2,-2.6,3.4,7.8,287,0,7.6,3.4,6.8,4.2,-4.2,-2.6,8.2
"32585631",1,289,1,7.8,3.2,5.2,5.8,-4.6,0.6,8.5,290,0,,,,,,,8.3
"32585631",2,290,0,,,,,,,8.3,289,1,7.8,3.2,5.2,5.8,-4.6,0.6,8.5
"32837451",1,291,0,5.6,5.4,4.4,6.6,-0.199999999999999,2.2,8.1,292,1,4.8,6.2,6.8,4.2,1.4,-2.6,8.4
"32837451",2,292,1,4.8,6.2,6.8,4.2,1.4,-2.6,8.4,291,0,5.6,5.4,4.4,6.6,-0.199999999999999,2.2,8.1
"32893460",1,293,0,8,3,7.4,3.6,-5,-3.8,2.2,294,1,4.4,6.6,7.6,3.4,2.2,-4.2,1.6
"32893460",2,294,1,4.4,6.6,7.6,3.4,2.2,-4.2,1.6,293,0,8,3,7.4,3.6,-5,-3.8,2.2
"32939460",1,295,0,4.6,6.4,7.2,3.8,1.8,-3.4,8.7,296,1,5.8,5.2,5.2,5.8,-0.6,0.6,8.7
"32939460",2,296,1,5.8,5.2,5.2,5.8,-0.6,0.6,8.7,295,0,4.6,6.4,7.2,3.8,1.8,-3.4,8.7
"32997534",1,297,0,8,3,7.6,3.4,-5,-4.2,6.1,298,1,5.8,5.2,5,6,-0.6,1,2.9
"32997534",2,298,1,5.8,5.2,5,6,-0.6,1,2.9,297,0,8,3,7.6,3.4,-5,-4.2,6.1
"33046177",1,299,0,7,4,7.2,3.8,-3,-3.4,9,300,1,5.4,5.6,5.6,5.4,0.199999999999999,-0.199999999999999,8.7
"33046177",2,300,1,5.4,5.6,5.6,5.4,0.199999999999999,-0.199999999999999,8.7,299,0,7,4,7.2,3.8,-3,-3.4,9
"33094797",1,301,1,,,,,,,6.3,302,0,,,,,,,6.9
"33094797",2,302,0,,,,,,,6.9,301,1,,,,,,,6.3
"33170169",1,303,1,6.4,4.6,5,6,-1.8,1,7.7,304,0,6.2,4.8,,,-1.4,,8.2
"33170169",2,304,0,6.2,4.8,,,-1.4,,8.2,303,1,6.4,4.6,5,6,-1.8,1,7.7
"33257597",1,305,0,4.8,6.2,7.2,3.8,1.4,-3.4,5.5,306,1,5.2,5.8,5.6,5.4,0.6,-0.199999999999999,6.7
"33257597",2,306,1,5.2,5.8,5.6,5.4,0.6,-0.199999999999999,6.7,305,0,4.8,6.2,7.2,3.8,1.4,-3.4,5.5
"33275392",1,307,0,5.8,5.2,6.6,4.4,-0.6,-2.2,8.3,308,1,5.8,5.2,5.6,5.4,-0.6,-0.199999999999999,8.7
"33275392",2,308,1,5.8,5.2,5.6,5.4,-0.6,-0.199999999999999,8.7,307,0,5.8,5.2,6.6,4.4,-0.6,-2.2,8.3
"33303114",1,309,0,6.2,4.8,6.2,4.8,-1.4,-1.4,4.9,310,1,5.6,5.4,3.6,7.4,-0.199999999999999,3.8,5.9
"33303114",2,310,1,5.6,5.4,3.6,7.4,-0.199999999999999,3.8,5.9,309,0,6.2,4.8,6.2,4.8,-1.4,-1.4,4.9
"33315985",1,311,0,8,3,7.2,3.8,-5,-3.4,7.3,312,1,7.8,3.2,7.6,3.4,-4.6,-4.2,8.1
"33315985",2,312,1,7.8,3.2,7.6,3.4,-4.6,-4.2,8.1,311,0,8,3,7.2,3.8,-5,-3.4,7.3
"33548752",1,313,0,6.6,4.4,5.2,5.8,-2.2,0.6,6.8,314,1,6,5,5.2,5.8,-1,0.6,7.8
"33548752",2,314,1,6,5,5.2,5.8,-1,0.6,7.8,313,0,6.6,4.4,5.2,5.8,-2.2,0.6,6.8
"33559952",1,315,1,5.4,5.6,5.2,5.8,0.199999999999999,0.6,7.8,316,0,4.2,6.8,6,5,2.6,-1,7.4
"33559952",2,316,0,4.2,6.8,6,5,2.6,-1,7.4,315,1,5.4,5.6,5.2,5.8,0.199999999999999,0.6,7.8
"33642604",1,317,0,4.8,6.2,6.8,4.2,1.4,-2.6,7.7,318,1,6.2,4.8,3.8,7.2,-1.4,3.4,7.4
"33642604",2,318,1,6.2,4.8,3.8,7.2,-1.4,3.4,7.4,317,0,4.8,6.2,6.8,4.2,1.4,-2.6,7.7
"33666277",1,319,1,4.8,6.2,3.8,7.2,1.4,3.4,7,320,0,7.2,3.8,5,6,-3.4,1,8.6
"33666277",2,320,0,7.2,3.8,5,6,-3.4,1,8.6,319,1,4.8,6.2,3.8,7.2,1.4,3.4,7
"33672471",1,321,0,6,5,6,5,-1,-1,7.9,322,1,6,5,,,-1,,
"33672471",2,322,1,6,5,,,-1,,,321,0,6,5,6,5,-1,-1,7.9
"33676931",1,323,0,7.6,3.4,8,3,-4.2,-5,8.3,324,1,7.6,3.4,7.6,3.4,-4.2,-4.2,8.1
"33676931",2,324,1,7.6,3.4,7.6,3.4,-4.2,-4.2,8.1,323,0,7.6,3.4,8,3,-4.2,-5,8.3
"33701176",1,325,1,6,5,5,6,-1,1,8.2,326,0,6.2,4.8,5.4,5.6,-1.4,0.199999999999999,5.8
"33701176",2,326,0,6.2,4.8,5.4,5.6,-1.4,0.199999999999999,5.8,325,1,6,5,5,6,-1,1,8.2
"33703379",1,327,0,6.8,4.2,6.4,4.6,-2.6,-1.8,7.1,328,1,7,4,8,3,-3,-5,7.8
"33703379",2,328,1,7,4,8,3,-3,-5,7.8,327,0,6.8,4.2,6.4,4.6,-2.6,-1.8,7.1
"33703455",1,329,0,7.8,3.2,5.8,5.2,-4.6,-0.6,8.3,330,1,5.8,5.2,5.6,5.4,-0.6,-0.199999999999999,7.8
"33703455",2,330,1,5.8,5.2,5.6,5.4,-0.6,-0.199999999999999,7.8,329,0,7.8,3.2,5.8,5.2,-4.6,-0.6,8.3
"33706512",1,331,1,7.4,3.6,5.2,5.8,-3.8,0.6,8.6,332,0,5.8,5.2,5,6,-0.6,1,8
"33706512",2,332,0,5.8,5.2,5,6,-0.6,1,8,331,1,7.4,3.6,5.2,5.8,-3.8,0.6,8.6
"33711537",1,333,1,6.8,4.2,7.2,3.8,-2.6,-3.4,8.6,334,0,5.6,5.4,6.8,4.2,-0.199999999999999,-2.6,8.5
"33711537",2,334,0,5.6,5.4,6.8,4.2,-0.199999999999999,-2.6,8.5,333,1,6.8,4.2,7.2,3.8,-2.6,-3.4,8.6
"33711907",1,335,0,6.6,4.4,6,5,-2.2,-1,8.3,336,1,6.8,4.2,6,5,-2.6,-1,9
"33711907",2,336,1,6.8,4.2,6,5,-2.6,-1,9,335,0,6.6,4.4,6,5,-2.2,-1,8.3
"33718812",1,337,1,7.2,3.8,4.4,6.6,-3.4,2.2,,338,0,5.4,5.6,4.8,6.2,0.199999999999999,1.4,9
"33718812",2,338,0,5.4,5.6,4.8,6.2,0.199999999999999,1.4,9,337,1,7.2,3.8,4.4,6.6,-3.4,2.2,
"33728504",1,339,0,7.4,3.6,8,3,-3.8,-5,8.2,340,1,,,,,,,
"33728504",2,340,1,,,,,,,,339,0,7.4,3.6,8,3,-3.8,-5,8.2
"33732206",1,341,0,,,,,,,5.4,342,1,,,,,,,5.3
"33732206",2,342,1,,,,,,,5.3,341,0,,,,,,,5.4
"33735326",1,343,0,5.6,5.4,6.4,4.6,-0.199999999999999,-1.8,6.7,344,1,3.8,7.2,4.2,6.8,3.4,2.6,6.5
"33735326",2,344,1,3.8,7.2,4.2,6.8,3.4,2.6,6.5,343,0,5.6,5.4,6.4,4.6,-0.199999999999999,-1.8,6.7
"33735733",1,345,1,5.8,5.2,5.2,5.8,-0.6,0.6,6.9,346,0,,,,,,,2.5
"33735733",2,346,0,,,,,,,2.5,345,1,5.8,5.2,5.2,5.8,-0.6,0.6,6.9
